id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-MAIT-636869,"2-lot subdivision, East Maitland",48 Trappaud Road East Maitland 2323,East Maitland,2323,Maitland,Subdivision,Residential,DA — info requested,Additional Information Requested,1.0,low,0,0,16,Low priority,,,2,,,27.6,2026-06-10,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-636869,DA/2024/341:1,-32.751477635,151.574270026
TS-LAKE-663661,"Alterations or additions to an existing building or structure, Blackalls Park",86 Fennell Crescent Blackalls Park 2283,Blackalls Park,2283,Lake Macquarie,Residential renovation,Residential,DA under assessment,Under Assessment,,unknown,,,16,Low priority,,,,,,20.1,2026-08-17,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-663661,DA/683/2020/C,-33.007151567,151.587325253
TS-PORT-671890,"Home business, Medowie",5 Sam Court Medowie 2318,Medowie,2318,Port Stephens,Residential renovation,Residential,DA under assessment,Under Assessment,,unknown,,,16,Low priority,,,,,,22.6,2026-09-08,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-671890,DA 16-2026-528-1,-32.738383063,151.86679852
TS-NEWC-992196,"Erection of a new structure, Merewether",141 Henry Street Merewether 2291,Merewether,2291,Newcastle,Minor works,Residential,Construction certificate issued,Determined,350000.0,medium,7000,28000,15,Low priority,BULL & BEAR PROJECTS PTY LTD,0,,0.0,0,4.8,2026-07-15,2026-07-20,Call this week,BULL & BEAR PROJECTS PTY LTD — site manager or contracts administrator,CFT-992196,,-32.942615007,151.732615929
TS-LAKE-1012599,"Shed, Charlestown",32 Thompson Street Charlestown 2290,Charlestown,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,196400.0,high,3928,15712,15,Low priority,HUNTER VALLEY SHEDS N MORE PTY LTD,0,,60.0,1,9.4,2026-08-20,2026-08-25,Call this week,HUNTER VALLEY SHEDS N MORE PTY LTD — site manager or contracts administrator,CFT-1012599,,-32.96268024,151.689439439
TS-LAKE-977781,"Erection of a new structure, Lakelands",7 Rydal Road Lakelands 2282,Lakelands,2282,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,181370.0,medium,3627,14510,15,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,13.1,2026-06-23,2026-09-08,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-977781,,-32.959500096,151.646071742
TS-LAKE-977480,"Erection of a new structure, Eleebana",4 Mariner Drive Eleebana 2282,Eleebana,2282,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,155560.0,medium,3111,12445,15,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,14.9,2026-06-22,2026-06-25,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-977480,,-32.989954535,151.639362234
TS-MAIT-971579,"Erection of a new structure, Chisholm",47 Silverwisp Road Chisholm 2322,Chisholm,2322,Maitland,Minor works,Residential,Construction certificate issued,Determined,150000.0,medium,3000,12000,15,Low priority,POWER NOTION PTY LIMITED,0,,0.0,0,23.2,2026-06-16,2026-06-16,Call this week,POWER NOTION PTY LIMITED — site manager or contracts administrator,CFT-971579,,-32.759126041,151.636879454
TS-CESS-667824,"Erection of a new structure, Branxton",57 Maitland Street Branxton,Branxton,2335,Cessnock,Other,Commercial,Development approved,Determined,95150.0,medium,5709,11418,15,Low priority,,,,,,50.3,2026-08-25,2026-09-09,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-667824,8/2022/442/3,-32.655476333,151.35223675
TS-MAIT-1006237,"Alterations or additions to an existing building or structure, Telarah",3 Onus Street Telarah 2320,Telarah,2320,Maitland,Residential renovation,Residential,Construction certificate issued,Determined,49000.0,medium,2450,5390,15,Low priority,,,0,10.0,1,31.8,2026-08-12,2026-08-24,Call this week,Site manager or contracts administrator at the named builder,CFT-1006237,,-32.72927585,151.537310569
TS-LAKE-670860,"Dwelling house, Silverwater",37 Silverwater Road Silverwater 2264,Silverwater,2264,Lake Macquarie,New residential,Residential,DA — info requested,Additional Information Requested,47940.0,medium,2876,4794,15,Low priority,,,,,,28.3,2026-09-11,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-670860,DA/1408/2026,-33.105615502,151.563798954
TS-LAKE-1017831,"Alterations or additions to an existing building or structure, Sunshine",143 Sunshine Parade Sunshine 2264,Sunshine,2264,Lake Macquarie,Residential renovation,Residential,Construction certificate issued,Determined,42468.0,medium,2123,4671,15,Low priority,,0,,29.4,0,29.1,2026-08-24,2026-08-26,Call this week,Site manager or contracts administrator at the named builder,CFT-1017831,,-33.114445044,151.561606787
TS-MAIT-1002570,"Alterations or additions to an existing building or structure, East Maitland",9 Turnbull Drive East Maitland 2323,East Maitland,2323,Maitland,Residential renovation,Residential,Construction certificate issued,Determined,40000.0,medium,2000,4400,15,Low priority,,0,,0.0,1,26.4,2026-07-31,2026-08-19,Call this week,Site manager or contracts administrator at the named builder,CFT-1002570,,-32.761903876,151.580216445
TS-PORT-958408,"Balconies, decks, patios, terraces or verandahs, Anna Bay",39 Argyle Avenue Anna Bay 2316,Anna Bay,2316,Port Stephens,Residential renovation,Residential,Construction certificate issued,Determined,40000.0,medium,2000,4400,15,Low priority,,0,0,138.0,2,32.5,2026-05-26,2026-05-28,Call this week,Site manager or contracts administrator at the named builder,CFT-958408,,-32.78311596,152.083584848
TS-LAKE-642180,"Alterations or additions to an existing building or structure, Edgeworth",56 Fletcher Street Edgeworth 2285,Edgeworth,2285,Lake Macquarie,Residential renovation,Residential,Development approved,Determined,39636.0,medium,1982,4360,15,Low priority,,,,,,14.2,2026-06-02,2026-07-09,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-642180,DA/804/2026,-32.925185966,151.62979585
TS-CESS-675669,"Dwelling house, North Rothbury",12 Hanwood Road North Rothbury 2335,North Rothbury,2335,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,35200.0,medium,2112,3520,15,Low priority,,,,,,49.1,2026-09-17,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-675669,8/2026/728/1,-32.688504063,151.340510789
TS-MAIT-981022,"Alterations or additions to an existing building or structure, Ashtonfield",61 Tipperary Drive Ashtonfield 2323,Ashtonfield,2323,Maitland,Residential renovation,Residential,Construction certificate issued,Determined,28162.0,medium,1408,3098,15,Low priority,,0,,341.0,1,25.0,2026-06-30,2026-07-13,Call this week,Site manager or contracts administrator at the named builder,CFT-981022,,-32.775117978,151.585422978
TS-LAKE-644116,"Alterations or additions to an existing building or structure, Coal Point",283 Coal Point Road Coal Point 2283,Coal Point,2283,Lake Macquarie,Residential renovation,Residential,Development approved,Determined,28000.0,medium,1400,3080,15,Low priority,,,,,,20.5,2026-06-11,2026-09-04,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-644116,DA/834/2026,-33.04361179,151.610362638
TS-CESS-975829,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Bellbird",9 Wildflower Circuit Bellbird 2325,Bellbird,2325,Cessnock,Residential renovation,Residential,Construction certificate issued,Determined,27500.0,medium,1375,3025,15,Low priority,,0,,167.29,0,43.9,2026-06-23,2026-06-25,Call this week,Site manager or contracts administrator at the named builder,CFT-975829,,-32.849570911,151.320516465
TS-LAKE-1001166,"Alterations or additions to an existing building or structure, Dora Creek",21 Stingaree Point Drive Dora Creek 2264,Dora Creek,2264,Lake Macquarie,Residential renovation,Residential,Construction certificate issued,Determined,22000.0,medium,1100,2420,15,Low priority,,0,,0.0,0,29.1,2026-09-16,2026-09-17,Call this week,Site manager or contracts administrator at the named builder,CFT-1001166,,-33.084889036,151.531348272
TS-PORT-651821,"Erection of a new structure, Medowie",10 Turnberry Lane Medowie 2318,Medowie,2318,Port Stephens,Residential renovation,Residential,Development approved,Determined,20900.0,medium,1045,2299,15,Low priority,,,,,,19.8,2026-07-06,2026-07-27,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-651821,DA 16-2026-380-1,-32.766749728,151.870350906
TS-LAKE-647311,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Boolaroo",Unit 11 7 Concord Street Boolaroo 2284,Boolaroo,2284,Lake Macquarie,Residential renovation,Residential,Development approved,Determined,20000.0,medium,1000,2200,15,Low priority,,,,,,13.8,2026-06-25,2026-08-13,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-647311,DA/901/2026,-32.940968327,151.634310264
TS-MAIT-664367,"Alterations or additions to an existing building or structure, Thornton",209 Parish Drive Thornton 2322,Thornton,2322,Maitland,Residential renovation,Residential,Development approved,Determined,20000.0,medium,1000,2200,15,Low priority,,,,,,22.0,2026-08-13,2026-08-24,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-664367,DA/2026/644,-32.788106389,151.615581711
TS-CESS-668846,"Dwelling house, North Rothbury",15 Peachy Avenue North Rothbury 2335,North Rothbury,2335,Cessnock,New residential,Residential,DA — info requested,Additional Information Requested,20000.0,medium,1200,2000,15,Low priority,,,,,,47.6,2026-08-27,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-668846,8/2026/630/1,-32.678611971,151.368204102
TS-LAKE-361925,"Alterations or additions to an existing building or structure, Caves Beach",26 Barellan Street Caves Beach 2281,Caves Beach,2281,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,19990.0,low,1000,2199,15,Low priority,,,,,,24.2,2026-05-26,2026-05-28,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-361925,2026-269,-33.113060037,151.643732645
TS-LAKE-366521,"Alterations or additions to an existing building or structure, Marks Point",11 Edith Street Marks Point 2280,Marks Point,2280,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,19784.0,low,989,2176,15,Low priority,,,,,,19.0,2026-07-03,2026-07-08,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-366521,CDC/438/2026,-33.054135315,151.643952112
TS-PORT-647042,"Secondary dwelling, Nelson Bay",54 Galoola Drive Nelson Bay 2315,Nelson Bay,2315,Port Stephens,New residential,Residential,DA — info requested,Additional Information Requested,19305.0,low,1158,1930,15,Low priority,,1,,,1,39.9,2026-06-12,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-647042,DA 16-2026-350-1,-32.724964461,152.133691142
TS-LAKE-1000897,"Alterations or additions to an existing building or structure, Sunshine",2 Norman Avenue Sunshine 2264,Sunshine,2264,Lake Macquarie,Residential renovation,Residential,Construction certificate issued,Determined,19000.0,low,950,2090,15,Low priority,,0,,100.0,0,29.2,2026-07-30,2026-08-12,Call this week,Site manager or contracts administrator at the named builder,CFT-1000897,,-33.116065669,151.563155447
TS-LAKE-642461,"Alterations or additions to an existing building or structure, Fennell Bay",28 Edward Street Fennell Bay 2283,Fennell Bay,2283,Lake Macquarie,Residential renovation,Residential,Development approved,Determined,18000.0,low,900,1980,15,Low priority,,,,,,19.0,2026-06-03,2026-07-17,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-642461,DA/810/2026,-32.994550309,151.594526728
TS-NEWC-653950,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Jesmond",45 Mordue Parade Jesmond 2299,Jesmond,2299,Newcastle,Residential renovation,Residential,Development approved,Determined,12100.0,low,605,1331,15,Low priority,,,,,,9.3,2026-07-14,2026-09-14,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-653950,DA2026/01721,-32.901762445,151.687128616
TS-MAIT-660283,"Dwelling house, East Maitland",23 Paterson Street East Maitland 2323,East Maitland,2323,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,12000.0,low,720,1200,15,Low priority,,1,,,1,26.2,2026-08-14,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-660283,DA/2026/642,-32.748875428,151.599311822
TS-MAIT-668774,"Dwelling house, East Maitland",10 Vista Parade East Maitland 2323,East Maitland,2323,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,10000.0,low,600,1000,15,Low priority,,1,,,1,26.6,2026-09-03,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-668774,DA/2016/2927:1,-32.761708018,151.577961546
TS-MAIT-1015837,"Alterations or additions to an existing building or structure, Tenambit",11 Justin Drive Tenambit 2323,Tenambit,2323,Maitland,Residential renovation,Residential,Construction certificate lodged,Additional Information Requested,9000.0,low,450,990,15,Low priority,,0,,275.0,1,26.9,2026-08-22,,Call within 2 weeks,Estimator or contracts administrator at the named builder,CFT-1015837,,-32.737313097,151.605613168
TS-MAIT-626964,"Alterations or additions to an existing building or structure, Lorn",37A Belmore Road Lorn 2320,Lorn,2320,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,5000.0,low,300,500,15,Low priority,,,,,,30.5,2026-09-15,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-626964,DA/2026/697,-32.727324081,151.559939058
TS-LAKE-348665,"Alterations or additions to an existing building or structure, Barnsley",66 Macquarie Street Barnsley 2278,Barnsley,2278,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,4000.0,low,200,440,15,Low priority,,,,,,17.2,2026-06-29,2026-06-29,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-348665,CDC/175/2026,-32.930949187,151.597299506
TS-MAIT-675191,"Dwelling house, Lochinvar",10 Charbray Street Lochinvar 2321,Lochinvar,2321,Maitland,New residential,Residential,DA — info requested,Additional Information Requested,3272.72,low,196,327,15,Low priority,,,,,,38.6,2026-09-17,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-675191,DA/2026/735,-32.704755333,151.465161691
TS-PORT-672550,"Alterations or additions to an existing building or structure, Nelson Bay",70-88 Shoal Bay Road Nelson Bay 2315,Nelson Bay,2315,Port Stephens,Residential renovation,Residential,DA on public exhibition,Under Assessment,68972576.0,unverified,,,14,Low priority,,,,,,42.2,2026-09-15,,Register interest now,Developer or architect,PAN-672550,DA 16-2026-532-1,-32.716813941,152.156617006
TS-CESS-970917,"Erection of a new structure, Buchanan",244 Averys Lane Buchanan 2323,Buchanan,2323,Cessnock,Minor works,Residential,Construction certificate issued,Determined,295616.0,medium,5912,23649,14,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,27.7,2026-06-11,2026-06-29,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-970917,,-32.823569024,151.512942142
TS-MAIT-968335,"Erection of a new structure, Gillieston Heights",29 Pear Street Gillieston Heights 2321,Gillieston Heights,2321,Maitland,Minor works,Residential,Construction certificate issued,Determined,200000.0,medium,4000,16000,14,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,29.6,2026-06-04,2026-06-11,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-968335,,-32.768163282,151.528841654
TS-NEWC-669998,"Alterations or additions to an existing building or structure, Newcastle LGA",5/Sp110735,Address not supplied,,Newcastle,Residential renovation,Residential,Development approved,Determined,68076.0,medium,3404,7488,14,Low priority,,,,,,121.5,2026-09-01,2026-09-14,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-669998,DA2026/01919,-33.89993552,151.183531265
TS-MAIT-663186,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Maitland LGA",14/-/Dp108696,Address not supplied,,Maitland,Residential renovation,Residential,Development approved,Determined,50000.0,medium,2500,5500,14,Low priority,,,,,,121.7,2026-08-11,2026-09-09,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-663186,DA/2026/627,-33.731332564,150.891991104
TS-MAIT-670802,"Alterations or additions to an existing building or structure, Gillieston Heights",10 Prairie Way Gillieston Heights 2321,Gillieston Heights,2321,Maitland,Residential renovation,Residential,Development approved,Determined,48980.0,medium,2449,5388,14,Low priority,,,,,,29.5,2026-09-02,2026-09-04,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-670802,DA/2026/692,-32.762510584,151.534907042
TS-MAIT-650221,"Alterations or additions to an existing building or structure, Rutherford",9 Mirage Road Rutherford 2320,Rutherford,2320,Maitland,Residential renovation,Residential,Development approved,Determined,47300.0,medium,2365,5203,14,Low priority,,,,,,36.2,2026-06-24,2026-07-21,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-650221,DA/2026/499,-32.706253596,151.498660955
TS-LAKE-374029,"Alterations or additions to an existing building or structure, Nords Wharf",5 Blaga Way Nords Wharf 2281,Nords Wharf,2281,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,46335.0,medium,2317,5097,14,Low priority,,,,,,29.0,2026-07-27,2026-08-17,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-374029,26-10881,-33.144949681,151.608053503
TS-NEWC-1007274,"Erection of a new structure, Hamilton",3 Elcho Street Hamilton 2303,Hamilton,2303,Newcastle,Other,Commercial,Construction certificate issued,Determined,35200.0,medium,2112,4224,14,Low priority,,0,,0.0,0,2.9,2026-08-10,2026-09-02,Call this week,Site manager or contracts administrator at the named builder,CFT-1007274,,-32.921636925,151.751212141
TS-LAKE-382685,"Alterations or additions to an existing building or structure, Dora Creek",81 Stingaree Point Drive Dora Creek 2264,Dora Creek,2264,Lake Macquarie,Residential renovation,Residential,Complying development approved,Approved,35000.0,medium,1750,3850,14,Low priority,,,,,,29.7,2026-09-07,2026-09-07,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-382685,2026165RCDC,-33.087276709,151.525933739
TS-CESS-373438,"Alterations or additions to an existing building or structure, Kitchener",33 Richmond Street Kitchener 2325,Kitchener,2325,Cessnock,Residential renovation,Residential,Complying development approved,Approved,34375.0,medium,1719,3781,14,Low priority,,,,,1,39.0,2026-07-22,2026-07-24,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-373438,CDC/6788862,-32.876527312,151.368437284
TS-LAKE-965419,"Erection of a new structure, Eleebana",31 Bareki Road Eleebana 2282,Eleebana,2282,Lake Macquarie,Other,Commercial,Construction certificate issued,Determined,33000.0,medium,1980,3960,14,Low priority,,0,,0.0,0,15.6,2026-06-01,2026-06-01,Call this week,Site manager or contracts administrator at the named builder,CFT-965419,,-32.992573236,151.633543879
TS-LAKE-992495,"Farm buildings, Wakefield",359 Miller Road Wakefield 2278,Wakefield,2278,Lake Macquarie,Other,Commercial,Construction certificate issued,Determined,33000.0,high,1980,3960,14,Low priority,,0,,126.0,0,21.2,2026-07-15,2026-07-29,Call this week,Site manager or contracts administrator at the named builder,CFT-992495,,-32.96920465,151.560042345
TS-LAKE-999337,"Erection of a new structure, Belmont",140 Ross Street Belmont 2280,Belmont,2280,Lake Macquarie,Other,Commercial,Construction certificate issued,Determined,33000.0,medium,1980,3960,14,Low priority,,0,,0.0,0,17.1,2026-07-28,2026-07-29,Call this week,Site manager or contracts administrator at the named builder,CFT-999337,,-33.030561466,151.645005758
TS-PORT-651237,"Alterations or additions to an existing building or structure, Boat Harbour",2 5 Vantage Place Boat Harbour 2316,Boat Harbour,2316,Port Stephens,Residential renovation,Residential,Development approved,Determined,28721.0,medium,1436,3159,14,Low priority,,,,,,34.5,2026-07-06,2026-07-08,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-651237,DA 16-2026-192-2,-32.782635509,152.108023815
TS-NEWC-994820,"Erection of a new structure, Hamilton",11A Hudson Street Hamilton 2303,Hamilton,2303,Newcastle,Other,Commercial,Construction certificate issued,Determined,17867.3,low,1072,2144,14,Low priority,,0,,0.0,0,3.4,2026-07-22,2026-09-14,Call this week,Site manager or contracts administrator at the named builder,CFT-994820,,-32.91871679,151.746852524
TS-LAKE-660144,"Alterations or additions to an existing building or structure, Dora Creek",206 Newport Road Dora Creek 2264,Dora Creek,2264,Lake Macquarie,Residential renovation,Residential,Development approved,Determined,17000.0,low,850,1870,14,Low priority,,,,,,32.0,2026-07-28,2026-09-18,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-660144,DA/1196/2026,-33.070393778,151.483127439
TS-PORT-376366,"Alterations or additions to an existing building or structure, Boat Harbour",68 Blanch Street Boat Harbour 2316,Boat Harbour,2316,Port Stephens,Residential renovation,Residential,Complying development approved,Approved,15000.0,low,750,1650,14,Low priority,,,,,,34.7,2026-08-19,2026-08-24,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-376366,CDC/2026/155/1,-32.781926766,152.109264014
TS-NEWC-384282,"Minor building alterations (internal), Black Hill",21 5 Peach Road Black Hill 2322,Black Hill,2322,Newcastle,Residential renovation,Residential,Complying development lodged,Under Assessment,11000.0,low,550,1210,14,Low priority,,,,,,18.9,2026-09-17,,Call within a month,Applicant or their builder,CDC-384282,260275,-32.819460026,151.625704388
TS-MAIT-367655,"Alterations or additions to an existing building or structure, Aberglasslyn",5 Hibiscus Crescent Aberglasslyn 2320,Aberglasslyn,2320,Maitland,Residential renovation,Residential,Complying development approved,Approved,10000.0,low,500,1100,14,Low priority,,,,,,34.1,2026-07-15,2026-07-27,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-367655,CDC/2026/456,-32.701499188,151.53682126
TS-MAIT-657315,"Alterations or additions to an existing building or structure, Lorn",3 Stuart Street Lorn 2320,Lorn,2320,Maitland,Residential renovation,Residential,Development approved,Determined,10000.0,low,500,1100,14,Low priority,,,,,,30.2,2026-08-10,2026-08-21,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-657315,DA/2026/593,-32.729853836,151.560970006
TS-CESS-644243,"Alterations or additions to an existing building or structure, East Branxton",22 Church Street East Branxton 2335,East Branxton,2335,Cessnock,Residential renovation,Residential,Development approved,Determined,8000.0,low,400,880,14,Low priority,,,,,,48.9,2026-06-22,2026-07-02,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-644243,8/2025/799/2,-32.656455403,151.370403854
TS-MAIT-653074,"Alterations or additions to an existing building or structure, East Maitland",58 High Street East Maitland 2323,East Maitland,2323,Maitland,Residential renovation,Residential,Development approved,Determined,3000.0,low,150,330,14,Low priority,,,,,,26.5,2026-07-08,2026-08-06,Call within 4-6 weeks,Developer or project manager named on the DA,PAN-653074,DA/2026/532,-32.748680008,151.594699951
TS-LAKE-626318,"Alterations or additions to an existing building or structure, Wangi Wangi",88 Watkins Road Wangi Wangi 2267,Wangi Wangi,2267,Lake Macquarie,Residential renovation,Residential,DA — info requested,Additional Information Requested,,unknown,,,14,Low priority,,,,,,23.2,2026-06-22,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-626318,DA/1212/2016/B,-33.072333782,151.601180228
TS-LAKE-668978,"Change of use of land or a building or the classification of a building under the Building Code of Australia, Cardiff",6 Torrens Avenue Cardiff 2285,Cardiff,2285,Lake Macquarie,Residential renovation,Residential,DA — info requested,Additional Information Requested,,unknown,,,14,Low priority,,,,,,12.3,2026-09-02,,Watch — follow up in 6-8 weeks,Developer or planning consultant,PAN-668978,DA/731/2025/A,-32.947365219,151.652176514
TS-PORT-667336,"Alterations or additions to an existing building or structure, Karuah",436 Tarean Road Karuah 2324,Karuah,2324,Port Stephens,Residential renovation,Residential,DA under assessment,Under Assessment,,unknown,,,14,Low priority,,,,,,34.9,2026-09-10,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-667336,DA 16-2026-524-1,-32.65518999,151.966279832
TS-MAIT-661503,"Erection of a new structure, Maitland LGA",21/-/Dp1303851,Address not supplied,,Maitland,Other,Commercial,DA under assessment,Under Assessment,200000.0,medium,12000,24000,13,Low priority,,,,,,532.7,2026-07-31,,"Register interest now, follow up at approval","Developer, architect or planning consultant",PAN-661503,DA/2026/606,-29.408365582,147.981894574
TS-NEWC-971832,"Erection of a new structure, Hamilton East",33 Hebburn Street Hamilton East 2303,Hamilton East,2303,Newcastle,Minor works,Residential,Construction certificate issued,Determined,125000.0,medium,2500,10000,13,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,2.4,2026-06-16,2026-07-13,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-971832,,-32.927973356,151.755522431
TS-NEWC-988286,"Shed, Rankin Park",42 Dean Parade Rankin Park 2287,Rankin Park,2287,Newcastle,Minor works,Residential,Construction certificate issued,Determined,99000.0,medium,1980,7920,13,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,225.0,0,9.2,2026-07-08,2026-07-13,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-988286,,-32.921702623,151.683104793
TS-NEWC-1022089,"Erection of a new structure, New Lambton",9 Knight Street New Lambton 2305,New Lambton,2305,Newcastle,Minor works,Residential,Construction certificate issued,Determined,92728.0,medium,1855,7418,13,Low priority,EAST COAST FIBREGLASS POOLS PTY LTD,0,,0.0,0,6.5,2026-09-02,2026-09-09,Call this week,EAST COAST FIBREGLASS POOLS PTY LTD — site manager or contracts administrator,CFT-1022089,,-32.932014733,151.712065431
TS-NEWC-973596,"Erection of a new structure, Hamilton",17 Percy Street Hamilton 2303,Hamilton,2303,Newcastle,Minor works,Residential,Construction certificate issued,Determined,92500.0,medium,1850,7400,13,Low priority,REFLECTION POOLS PTY LTD,0,,0.0,0,4.1,2026-06-15,2026-07-08,Call this week,REFLECTION POOLS PTY LTD — site manager or contracts administrator,CFT-973596,,-32.92200904,151.738536491
TS-NEWC-1003067,"Erection of a new structure, Mayfield",16 Nelson Street Mayfield 2304,Mayfield,2304,Newcastle,Minor works,Residential,Construction certificate issued,Determined,90000.0,medium,1800,7200,13,Low priority,MAGUIRE'S LANDSCAPING PTY LTD,0,,0.0,0,4.6,2026-08-02,2026-08-03,Call this week,MAGUIRE'S LANDSCAPING PTY LTD — site manager or contracts administrator,CFT-1003067,,-32.906071322,151.740593873
TS-LAKE-991073,"Erection of a new structure, Charlestown",18 Patricia Avenue Charlestown 2290,Charlestown,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,82650.0,medium,1653,6612,13,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,9.7,2026-07-29,2026-07-31,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-991073,,-32.968814265,151.689704236
TS-NEWC-1010156,"Erection of a new structure, North Lambton",364 Newcastle Road North Lambton 2299,North Lambton,2299,Newcastle,Minor works,Residential,Construction certificate issued,Determined,82302.0,medium,1646,6584,13,Low priority,BULA BROTHERS LANDSCAPING PTY LTD,0,,30.0,0,7.4,2026-08-14,2026-08-19,Call this week,BULA BROTHERS LANDSCAPING PTY LTD — site manager or contracts administrator,CFT-1010156,,-32.908865754,151.705789727
TS-NEWC-1012319,"Erection of a new structure, New Lambton",100 Orchardtown Road New Lambton 2305,New Lambton,2305,Newcastle,Minor works,Residential,Construction certificate issued,Determined,80908.0,medium,1618,6473,13,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,7.0,2026-08-17,2026-08-18,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-1012319,,-32.937244403,151.707080886
TS-NEWC-961124,"Erection of a new structure, New Lambton",32 Russell Road New Lambton 2305,New Lambton,2305,Newcastle,Minor works,Residential,Construction certificate issued,Determined,79741.0,medium,1595,6379,13,Low priority,EAST COAST FIBREGLASS POOLS PTY LTD,0,,0.0,0,5.9,2026-05-25,2026-05-29,Call this week,EAST COAST FIBREGLASS POOLS PTY LTD — site manager or contracts administrator,CFT-961124,,-32.92418336,151.71899556
